file_path	size_in_bytes	dataset	type	image_type	description
Genomic separation 70kb/qq_upper_mm_lower_ALX.ome.zarr.zip	128106453	#Dataset-405	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 70kb/rr_upper_oo_lower.ome.zarr.zip	32389797	#Dataset-405	http://bia/Image	raw	
Genomic separation 70kb/rr_upper_oo_lower_ALX.ome.zarr.zip	62294723	#Dataset-405	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 70kb/tt_upper_ccc_lower.ome.zarr.zip	32404807	#Dataset-405	http://bia/Image	raw	
Genomic separation 70kb/tt_upper_ccc_lower_ALX.ome.zarr.zip	65815420	#Dataset-405	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 70kb/ww_upper.ome.zarr.zip	32234795	#Dataset-405	http://bia/Image	raw	
Genomic separation 70kb/ww_upper_ALX.ome.zarr.zip	64303785	#Dataset-405	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 70kb/xx_upper_uu_lower.ome.zarr.zip	64768158	#Dataset-405	http://bia/Image	raw	
Genomic separation 70kb/xx_upper_uu_lower_ALX.ome.zarr.zip	126668521	#Dataset-405	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 70kb/yy_upper.ome.zarr.zip	32233781	#Dataset-405	http://bia/Image	raw	
Genomic separation 70kb/yy_upper_ALX.ome.zarr.zip	63392076	#Dataset-405	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 71kb/63_014_FUS_ALX_unused.ome.zarr.zip	137468549	#Dataset-406	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 71kb/63_014unused.ome.zarr.zip	64494350	#Dataset-406	http://bia/Image	raw	
Genomic separation 71kb/a_lower.ome.zarr.zip	64415351	#Dataset-406	http://bia/Image	raw	
Genomic separation 71kb/a_lower_ALX.ome.zarr.zip	136729947	#Dataset-406	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 71kb/c_upper_b_lower.ome.zarr.zip	32347253	#Dataset-406	http://bia/Image	raw	
Genomic separation 71kb/c_upper_b_lower_ALX.ome.zarr.zip	68358063	#Dataset-406	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 71kb/e_upper_d_lower.ome.zarr.zip	32324401	#Dataset-406	http://bia/Image	raw	
Genomic separation 71kb/e_upper_d_lower_ALX.ome.zarr.zip	67933075	#Dataset-406	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.2500
Genomic separation 71kb/g_lower.ome.zarr.zip	64417013	#Dataset-406	http://bia/Image	raw	
Genomic separation 71kb/g_lower_ALX.ome.zarr.zip	142798717	#Dataset-406	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.1250
Genomic separation 71kb/h_upper_f_lower.ome.zarr.zip	64466165	#Dataset-406	http://bia/Image	raw	
Genomic separation 71kb/h_upper_f_lower_ALX.ome.zarr.zip	145970753	#Dataset-406	http://bia/Image	derived	Chromatic Aberration Shifts: 528:0.0000 608:-0.1250
